po_idx,po_code,po_desc,found_code,found_desc,found_source,db_type,score,match_type
27.5.14.,S.04.000.026728,"PARAFUSO INOX AUTO ATARRAXANTE 4,2X32MM COM BUCHA DE NYLON S6 REF: TEL-5333",S.04.000.026728,Parafuso em inoxidável auto-atarraxante sextavado M6x50mm com bucha plástica tipo S6,SP Obras,INSUMO,100,EXACT_CODE
27.5.14.,S.04.000.026728,"PARAFUSO INOX AUTO ATARRAXANTE 4,2X32MM COM BUCHA DE NYLON S6 REF: TEL-5333",S.04.000.026728,"PARAFUSO INOX AUTO ATARRAXANTE 4,2X32MM COM BUCHA DE NYLON S6 REF: TEL-5333",SP OBRAS,COMP_ANALITICA,100,EXACT_CODE
27.5.14.,I12411,MINICAPTOR DE ALUMÍNIO MINICAPTOR 3/4” X 1/4” X 600MM,I12411,MINICAPTOR DE ALUMÍNIO MINICAPTOR 3/4” X 1/4” X 600MM,ORSE,INSUMO,100,EXACT_CODE
27.5.14.,I09313,"PARAFUSO CABEÇA CHATA EM ALUMÍNIO ∅1/4"" X 5/8"" REF.: TEL-5321",I09313,"PARAFUSO CABEÇA CHATA EM ALUMÍNIO ∅1/4"" X 5/8"" REF.: TEL-5321",ORSE,INSUMO,100,EXACT_CODE
27.5.14.,60.15.30,"PORCA SEXTAVADA EM ALUMÍNIO ∅1/4"" REF.: TEL-5313",60.15.30,"PORCA SEXTAVADA EM ALUMÍNIO ∅1/4"" REF.: TEL-5313",EMBASA,INSUMO,100,EXACT_CODE
27.5.14.,MATED-11999,"REBAR EM AÇO GALVANIZADO 3/8"" - #70MM² EM BARRAS DE 3,4M",MATED-11999,"REBAR EM AÇO GALVANIZADO 3/8"" - #70MM² EM BARRAS DE 3,4M",SETOP,INSUMO,100,EXACT_CODE
27.5.14.,42.05.580,TERMINAL A COMPRESSAO PARA CABOS 35MM² ESTANHADO COM FURO M8,42.05.580,TERMINAL A COMPRESSAO PARA CABOS 35MM² ESTANHADO COM FURO M8,SP OBRAS,INSUMO,100,EXACT_CODE
27.5.14.,09.006.097 (E),CABO DE COBRE NU 95MM²,09.006.097 (E),CABO DE COBRE NU 95MM²,SIURB,INSUMO,100,EXACT_CODE
27.5.14.,C0523,CABO DE COBRE NU 70MM² (MALHA DE PISO DAS SUBESTAÇÕES),C0523,CABO DE COBRE NU 70MM² (MALHA DE PISO DAS SUBESTAÇÕES),SEINFRA,INSUMO,100,EXACT_CODE
27.5.14.,09.083.074 (E),"PARA RAIO TIPO FRANKLIN COMPLETO 10M - 1 DESCIDA - 2"" - TEL-010",09.083.074 (E),"PARA RAIO TIPO FRANKLIN COMPLETO 10M - 1 DESCIDA - 2"" - TEL-010",SIURB,INSUMO,100,EXACT_CODE
27.5.14.,42.05.220,"MASTRO TELESCÓPICO COM REDUÇÃO PARA 3/4""",42.05.220,"MASTRO TELESCÓPICO COM REDUÇÃO PARA 3/4""",SP OBRAS,INSUMO,100,EXACT_CODE
27.5.14.,42.04.060,"BASE PARA MASTRO Ø2""",42.04.060,"BASE PARA MASTRO Ø2""",SP OBRAS,INSUMO,100,EXACT_CODE
27.5.14.,M109500006,"ESTAIS RÍGIDOS 3 UNIDADES X 4 M CADA POR CAPTOR FRANKLIN Ø2""",M109500006,"ESTAIS RÍGIDOS 3 UNIDADES X 4 M CADA POR CAPTOR FRANKLIN Ø2""",EMBASA,INSUMO,100,EXACT_CODE
27.5.15.,38.13.040,"ELETRODUTO CORRUGADO EM POLIETILENO DE ALTA DENSIDADE, DN= 100 MM, COM ACESSÓRIOS",38.13.040,"ELETRODUTO CORRUGADO EM POLIETILENO DE ALTA DENSIDADE, DN= 100 MM, COM ACESSÓRIOS",SP OBRAS,INSUMO,100,EXACT_CODE
27.5.15.,C0591,CAIXA SUBTERRÂNEA EM ALVENARIA COM TAMPA DUPLA E FUNDO DRENANTE 60X60X60 CM,C0591,CAIXA SUBTERRÂNEA EM ALVENARIA COM TAMPA DUPLA E FUNDO DRENANTE 60X60X60 CM,SEINFRA,INSUMO,100,EXACT_CODE
27.5.15.,ELE-095,CAIXA SUBTERRÂNEA EM ALVENARIA COM TAMPA DUPLA E FUNDO DRENANTE 100X100X80 CM,ELE-095,CAIXA SUBTERRÂNEA EM ALVENARIA COM TAMPA DUPLA E FUNDO DRENANTE 100X100X80 CM,SMOP,INSUMO,100,EXACT_CODE
27.5.2.1,15.018.0466-0,"ELETROCALHA PERFURADA C/ VIROLA 50X50MM, CHAPA #16",15.018.0466-0,"ELETROCALHA PERFURADA C/ VIROLA 50X50MM, CHAPA #16",EMOP,INSUMO,100,EXACT_CODE
27.5.2.1,38.12.086,"LEITO TIPO PESADO 300X100MM, CHAPA #16",38.12.086,"LEITO TIPO PESADO 300X100MM, CHAPA #16",SP OBRAS,INSUMO,100,EXACT_CODE
27.5.2.1,38.12.120,"LEITO TIPO PESADO 500X100MM, CHAPA #16",38.12.120,LEITO PESADO 500X100MM,SP OBRAS,INSUMO,100,EXACT_CODE
27.5.2.1,38.12.130,"LEITO TIPO PESADO 800X100MM, CHAPA #16",38.12.130,LEITO PESADO 800X100MM,SP OBRAS,INSUMO,100,EXACT_CODE
27.5.2.1,C1165,"PERFILADO PERFURADO 38X38MM, CHAPA #16",C1165,"PERFILADO PERFURADO 38X38MM, CHAPA #16",SEINFRA,INSUMO,100,EXACT_CODE
27.5.2.1,38.07.310,"PERFILADO PERFURADO 76X38MM, CHAPA #16",38.07.310,"PERFILADO PERFURADO 76X38MM, CHAPA #16",SP OBRAS,INSUMO,100,EXACT_CODE
27.5.2.2,15.018.0493-0,"ELETROCALHA PERFURADA C/ VIROLA 100X100MM, CHAPA #16",15.018.0493-0,"ELETROCALHA PERFURADA C/ VIROLA 100X100MM, CHAPA #16",EMOP,INSUMO,100,EXACT_CODE
27.5.2.3,15.018.0494-0,"ELETROCALHA PERFURADA C/ VIROLA 150X100MM, CHAPA #16",15.018.0494-0,"ELETROCALHA PERFURADA C/ VIROLA 150X100MM, CHAPA #16",EMOP,INSUMO,100,EXACT_CODE
27.5.2.4,15.018.0495-0,"ELETROCALHA PERFURADA C/ VIROLA 200X100MM, CHAPA #16",15.018.0495-0,"ELETROCALHA PERFURADA C/ VIROLA 200X100MM, CHAPA #16",EMOP,INSUMO,100,EXACT_CODE
27.5.2.5,15.018.0495-0,"ELETROCALHA PERFURADA C/ VIROLA 250X100MM, CHAPA #16",15.018.0495-0,"ELETROCALHA PERFURADA C/ VIROLA 200X100MM, CHAPA #16",EMOP,INSUMO,100,EXACT_CODE
27.5.2.6,15.018.0480-0,"ELETROCALHA PERFURADA C/ VIROLA 300X100MM, CHAPA #16",15.018.0480-0,"ELETROCALHA PERFURADA C/ VIROLA 300X100MM, CHAPA #16",EMOP,INSUMO,100,EXACT_CODE
27.5.2.9,38.12.086,"LEITO TIPO PESADO 200X100MM, CHAPA #16",38.12.086,"LEITO TIPO PESADO 300X100MM, CHAPA #16",SP OBRAS,INSUMO,100,EXACT_CODE
27.5.3.1,170078,"ELETRODUTO DE PVC RÍGIDO PRETO - Ø25MM (1"")",170078,"ELETRODUTO DE PVC RÍGIDO PRETO - Ø25MM (1"")",SEDOP,INSUMO,100,EXACT_CODE
27.5.3.1,09.01.02.200.105,"CURVA DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø100MM (4"")",09.01.02.200.105,"CURVA DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø100MM (4"")",CPTM,INSUMO,100,EXACT_CODE
27.5.3.2,S09036,"ELETRODUTO DE AÇO CARBONO GALVANIZADO ELETROLÍTICO - SEMI PESADO - Ø25MM (1"")",S09036,"ELETRODUTO DE AÇO CARBONO GALVANIZADO ELETROLÍTICO - SEMI PESADO - Ø25MM (1"")",ORSE,INSUMO,100,EXACT_CODE
27.5.3.3,02.03.05.100.36,"ELETRODUTO DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø25MM (1"")",02.03.05.100.36,"ELETRODUTO DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø25MM (1"")",CPTM,INSUMO,100,EXACT_CODE
27.5.3.4,09.002.025 (E),"ELETRODUTO DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø50MM (2"")",09.002.025 (E),"ELETRODUTO DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø50MM (2"")",SIURB,INSUMO,100,EXACT_CODE
27.5.3.5,09.002.025 (E),"ELETRODUTO DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø50MM (2"")",09.002.025 (E),"ELETRODUTO DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø50MM (2"")",SIURB,INSUMO,100,EXACT_CODE
27.5.3.6,09.002.029 (E),"ELETRODUTO DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø100MM (4"")",09.002.029 (E),"ELETRODUTO DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø100MM (4"")",SIURB,INSUMO,100,EXACT_CODE
27.5.3.8,09.01.02.200.99,"CURVA DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø25MM (1"")",09.01.02.200.99,"CURVA DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø25MM (1"")",CPTM,INSUMO,100,EXACT_CODE
27.5.3.9,09.01.02.200.102,"CURVA DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø50MM (2"")",09.01.02.200.102,"CURVA DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø50MM (2"")",CPTM,INSUMO,100,EXACT_CODE
27.5.4.1,15.019.0015-0,"TOMADA 2P+T/10A - 127V - MONTADO EM CAIXA DE PISO 4X4""",15.019.0015-0,"TOMADA 2P+T/10A - 127V - MONTADO EM CAIXA DE PISO 4X4""",EMOP,INSUMO,100,EXACT_CODE
27.5.4.1,C4793,"TOMADA 2P+T/20A - 127V - MONTADO EM CAIXA DE PISO 4X4""",C4793,"TOMADA 2P+T/20A - 127V - MONTADO EM CAIXA DE PISO 4X4""",SEINFRA,INSUMO,100,EXACT_CODE
27.5.4.1,40.02.010,"CAIXA DE PISO 4""X4"", EM ALUMÍNIO",40.02.010,"CAIXA DE PISO 4""X4"", EM ALUMÍNIO",SP OBRAS,INSUMO,100,EXACT_CODE
27.5.4.1,09.005.061 (E),"PONTO DE FORÇA - MONTADA EM CAIXA 4X2""",09.005.061 (E),"PONTO DE FORÇA - MONTADA EM CAIXA 4X2""",SIURB,INSUMO,100,EXACT_CODE
27.5.4.1,C5176,"PONTO DE FORÇA - MONTADO EM CAIXA DE PISO 4X4"" 1""",C5176,"PONTO DE FORÇA - MONTADO EM CAIXA DE PISO 4X4"" 1""",SEINFRA,INSUMO,100,EXACT_CODE
27.5.4.1,02.03.09.410.03,"PLACA (ESPELHO) PARA CAIXA , 4X4",02.03.09.410.03,"PLACA (ESPELHO) PARA CAIXA , 4X4",CPTM,INSUMO,100,EXACT_CODE
27.5.4.1,S10909,"FORNECIMENTO E INSTALAÇÃO DE TAMPA CEGA P/CONDULETE CAIXA 4"" X 2""",S10909,"FORNECIMENTO E INSTALAÇÃO DE TAMPA CEGA P/CONDULETE CAIXA 4"" X 2""",ORSE,INSUMO,100,EXACT_CODE
27.5.4.1,S09422,"TOMADA SIMPLES 2P+T/32A - 220V - MONTADO EM CONDULETE DE Ø25MM (1"")R",S09422,"TOMADA SIMPLES 2P+T/32A - 220V - MONTADO EM CONDULETE DE Ø25MM (1"")R",ORSE,INSUMO,100,EXACT_CODE
27.5.4.2,C1942,CONECTOR MACHO 2P+T/32A - PARA LIGAÇÃO DE RACK DE TELECOMUNICAÇÕES,C1942,CONECTOR MACHO 2P+T/32A - PARA LIGAÇÃO DE RACK DE TELECOMUNICAÇÕES,SEINFRA,INSUMO,100,EXACT_CODE
27.5.4.2,S13528,"PLUG MACHO 2P + T, ABNT, DE EMBUTIR, 10 A COM RABICHO DE CABO PP 3X1,5MM2, COM 1,0M",S13528,"PLUG MACHO 2P + T, ABNT, DE EMBUTIR, 10 A COM RABICHO DE CABO PP 3X1,5MM2, COM 1,0M",ORSE,INSUMO,100,EXACT_CODE
27.5.4.2,S12566,PLUGUE 2P+T FÊMEA,S12566,PLUGUE 2P+T FÊMEA,ORSE,INSUMO,100,EXACT_CODE
27.5.4.3,11.14.67,"CONDULETE APARENTE DE ALUMÍNIO, TIPO C, PARA ELETRODUTO DE AÇO GALVANIZADO DN 25 MM (1'') REF 95781",11.14.67,"CONDULETE APARENTE DE ALUMÍNIO, TIPO C, PARA ELETRODUTO DE AÇO GALVANIZADO DN 25 MM (1'') REF 95781",SUDECAP,INSUMO,100,EXACT_CODE
27.5.4.5,S12563,TAMPA INTERRUPTOR/TOMADA P/CONDULETE EM ALUMÍNIO FUNDIDO,S12563,TAMPA INTERRUPTOR/TOMADA P/CONDULETE EM ALUMÍNIO FUNDIDO,ORSE,INSUMO,100,EXACT_CODE
27.5.4.6,09.08.046,TOMADA 2P+T PADRAO NBR 14136 CORRENTE 10A-250V,09.08.046,TOMADA 2P+T PADRAO NBR 14136 CORRENTE 10A-250V,SP Obras,INSUMO,100,EXACT_CODE
27.5.4.6,09.08.046,TOMADA 2P+T PADRAO NBR 14136 CORRENTE 10A-250V,09.08.046,TOMADA 2P+T PADRAO NBR 14136 CORRENTE 10A-250V,SP EDUCAÇÃO,INSUMO,100,EXACT_CODE
27.5.4.7,09.082.018 (E),"TOMADA SIMPLES, 2P+T, 20A",09.082.018 (E),"TOMADA SIMPLES, 2P+T, 20A",SIURB,INSUMO,100,EXACT_CODE
27.5.5.1,S07817,TOMADA RJ45 DUPLA,S07817,TOMADA RJ45 DUPLA,ORSE,INSUMO,100,EXACT_CODE
27.5.5.1,S98307S,TOMADA HDMI SIMPLES,S98307S,TOMADA RJ45 SIMPLES,ORSE,INSUMO,100,EXACT_CODE
27.5.5.2,S98307S,TOMADA RJ45 SIMPLES,S98307S,TOMADA RJ45 SIMPLES,ORSE,INSUMO,100,EXACT_CODE
27.5.5.3,S98307S,TOMADA RJ45 SIMPLES,S98307S,TOMADA RJ45 SIMPLES,ORSE,INSUMO,100,EXACT_CODE
27.5.5.4,S98307S,TOMADA RJ45 SIMPLES,S98307S,TOMADA RJ45 SIMPLES,ORSE,INSUMO,100,EXACT_CODE
27.5.5.5,S07817,TOMADA RJ45 DUPLA,S07817,TOMADA RJ45 DUPLA,ORSE,INSUMO,100,EXACT_CODE
27.5.5.6,S07817,TOMADA RJ45 DUPLA,S07817,TOMADA RJ45 DUPLA,ORSE,INSUMO,100,EXACT_CODE
27.5.5.7,S98307S,TOMADA RJ45 SIMPLES,S98307S,TOMADA RJ45 SIMPLES,ORSE,INSUMO,100,EXACT_CODE
27.5.5.8,S98307S,TOMADA RJ45 SIMPLES,S98307S,TOMADA RJ45 SIMPLES,ORSE,INSUMO,100,EXACT_CODE
27.5.5.9,S98307S,TOMADA HDMI SIMPLES,S98307S,TOMADA RJ45 SIMPLES,ORSE,INSUMO,100,EXACT_CODE
27.5.6.1,00002510,"RELE FOTOELETRICO INTERNO E EXTERNO BIVOLT 1000 W, DE CONECTOR, SEM BASE",00002510,"RELE FOTOELETRICO INTERNO E EXTERNO BIVOLT 1000 W, DE CONECTOR, SEM BASE",SINAPI,INSUMO,100,EXACT_CODE
27.5.6.6,S00786,"INTERRUPTOR DIMMER - 250V/10A - MONTADO EM CAIXA 4X2""",S00786,"INTERRUPTOR DIMMER - 250V/10A - MONTADO EM CAIXA 4X2""",ORSE,INSUMO,100,EXACT_CODE
27.5.7.1,09.09.040,LUMINÁRIA LED DE EMBUTIR CIRCULAR DOWNLIGHT EF45-E8000840 - LUMICENTER,09.09.040,LUMINÁRIA LED DE EMBUTIR CIRCULAR DOWNLIGHT EF45-E8000840 - LUMICENTER,SP Obras,INSUMO,100,EXACT_CODE
27.5.7.1,09.09.040,LUMINÁRIA LED DE EMBUTIR CIRCULAR DOWNLIGHT EF45-E8000840 - LUMICENTER,09.09.040,LUMINÁRIA LED DE EMBUTIR CIRCULAR DOWNLIGHT EF45-E8000840 - LUMICENTER,SP EDUCAÇÃO,INSUMO,100,EXACT_CODE
27.5.7.1,09.009.111 (E),LUMINÁRIA LED TIPO PERFIL LINEAR DE 1M - 36W/M - 4000K - PL-PROFILE EMB80 - POWER LUME,09.009.111 (E),LUMINÁRIA LED TIPO PERFIL LINEAR DE 1M - 24W/M - 4000K - PL-PROFILE EMB60 - POWER LUME,SIURB,INSUMO,100,EXACT_CODE
27.5.7.1,61.15.010,"FONTE DE ALIMENTAÇÃO UNIVERSAL BIVOLT COM SAÍDA DE 24 V - 1,5 A - 35 W",61.15.010,"FONTE DE ALIMENTAÇÃO UNIVERSAL BIVOLT COM SAÍDA DE 24 V - 1,5 A - 35 W",SP OBRAS,INSUMO,100,EXACT_CODE
27.5.7.1,S12793,"LUMINARIA EMBUTIR COMPL., CORPO CH. AÇO PINTADA BRANCA, REFLETOR, ALETAS PARABÓLICAS ALUM.ALTA PUREZA E REFLETÂNCIA INCLUSIVE 2 LÂMPADAS LED T8 18W TEMP. DE COR 5000K C/ 1,20M - REF. CE232AL-N - AMES, 6025 - LUMAVI -LDEF 2X32W - LUMILUZ OU EQUIVALENTE",S12793,"LUMINARIA EMBUTIR COMPL., CORPO CH. AÇO PINTADA BRANCA, REFLETOR, ALETAS PARABÓLICAS ALUM.ALTA PUREZA E REFLETÂNCIA INCLUSIVE 2 LÂMPADAS LED T8 18W TEMP. DE COR 5000K C/ 1,20M - REF. CE232AL-N - AMES, 6025 - LUMAVI -LDEF 2X32W - LUMILUZ OU EQUIVALENTE",ORSE,INSUMO,100,EXACT_CODE
27.5.7.1,P.14.000.046623,LÂMPADA TUBO LED T8 18W 4000K,P.14.000.046623,"Lâmpada LED tubular T8, base G13 - 18 a 20W, 1850 até 2000 lm, cor 4000 a 6500K, vida útil mín. 25.000 horas; ref. Essential LEDtube 1200mm 18W 840/865 Philips, Tubo LED T8 - 20W/4000/5000/6500 1200mm da Osram ou equivalente",SP Obras,INSUMO,100,EXACT_CODE
27.5.7.1,P.14.000.046623,LÂMPADA TUBO LED T8 18W 4000K,P.14.000.046623,LÂMPADA TUBO LED T8 18W 4K,SP OBRAS,COMP_ANALITICA,100,EXACT_CODE
27.5.7.2,09.09.043,LUMINÁRIA LED DE EMBUTIR CIRCULAR DOWNLIGHT EF72-E2000840 - LUMICENTER,09.09.043,LUMINÁRIA LED DE EMBUTIR CIRCULAR DOWNLIGHT EF72-E2000840 - LUMICENTER,SP Obras,INSUMO,100,EXACT_CODE
27.5.7.2,09.09.043,LUMINÁRIA LED DE EMBUTIR CIRCULAR DOWNLIGHT EF72-E2000840 - LUMICENTER,09.09.043,LUMINÁRIA LED DE EMBUTIR CIRCULAR DOWNLIGHT EF72-E2000840 - LUMICENTER,SP EDUCAÇÃO,INSUMO,100,EXACT_CODE
27.5.7.4,09.85.066,LAMPADA BULBO LED <= 13W ROSCA E 27 BIVOLT. TEMPERATURA COR 3000ºK.,09.85.066,LAMPADA BULBO LED <= 13W ROSCA E 27 BIVOLT. TEMPERATURA COR 3000ºK.,SP Obras,INSUMO,100,EXACT_CODE
27.5.7.4,09.85.066,LAMPADA BULBO LED <= 13W ROSCA E 27 BIVOLT. TEMPERATURA COR 3000ºK.,09.85.066,LAMPADA BULBO LED <= 13W ROSCA E 27 BIVOLT. TEMPERATURA COR 3000ºK.,SP EDUCAÇÃO,INSUMO,100,EXACT_CODE
27.5.7.5,11.60.20,LÂMPADA BULBO LED 13W 1500 LUMENS BASE E27,11.60.20,LÂMPADA BULBO LED 13W 1500 LUMENS BASE E27,SUDECAP,INSUMO,100,EXACT_CODE
27.5.7.6,S07294,"LUMINÁRIA LED TIPO BALIZADOR PARA INSTALAÇÃO EM CAIXA 4X2"" - BZ17-E1LEDA - LUMICENTER",S07294,"LUMINÁRIA LED TIPO BALIZADOR PARA INSTALAÇÃO EM CAIXA 4X2"" - BZ17-E1LEDA - LUMICENTER",ORSE,INSUMO,100,EXACT_CODE
27.5.7.8,4063,"LUMINÁRIA TIPO PAINEL DE LED DE EMBUTIR QUADRADA 61,7X61,7CM - LHT44-E4000840 - LUMICENTER",4063,"LUMINÁRIA TIPO PAINEL DE LED DE EMBUTIR QUADRADA 61,7X61,7CM - LHT44-E4000840 - LUMICENTER",GOINFRA,INSUMO,100,EXACT_CODE
27.5.7.8,4063,"LUMINÁRIA TIPO PAINEL DE LED DE EMBUTIR QUADRADA 61,7X61,7CM - LHT44-E4000840 - LUMICENTER",4063,"LUMINÁRIA PLAFON LED QUADRADO DE EMBUTIR, CORPO METÁLICO, POTÊNCIA MÍNIMA DE 36W, FLUXO LUMINOSO IGUAL OU SUPERIOR A 3000 LUMENS, TCC DE 4000K, IP20, VIDA ÚTIL MÍN.: 25.000 H, MEDIDAS APROXIMADAS DE 60X60 CM",GOINFRA CIVIL,INSUMO,100,EXACT_CODE
27.5.7.9,02.03.11.100.145,"LUMINÁRIA TIPO PAINEL DE LED DE EMBUTIR RETANGULAR 124,3X24,4CM - EHT10-E3500840 - LUMICENTER",02.03.11.100.145,"LUMINÁRIA TIPO PAINEL DE LED DE EMBUTIR RETANGULAR 124,3X24,4CM - EHT10-E3500840 - LUMICENTER",CPTM,INSUMO,100,EXACT_CODE
27.5.8.1,S11199,"CABO DE COBRE FLEXÍVEL HEPR 0,6/1KV 90°C, #185MM² CLASSE 5 - NÃO HALOGENADO",S11199,"CABO DE COBRE FLEXÍVEL HEPR 0,6/1KV 90°C, #185MM² CLASSE 5 - NÃO HALOGENADO",ORSE,INSUMO,100,EXACT_CODE
27.5.8.1,S93000S,"CABO DE COBRE FLEXÍVEL HEPR 0,6/1KV 90°C, #240MM² CLASSE 5 - NÃO HALOGENADO",S93000S,"CABO DE COBRE FLEXÍVEL HEPR 0,6/1KV 90°C, #240MM² CLASSE 5 - NÃO HALOGENADO",ORSE,INSUMO,100,EXACT_CODE
27.5.8.1,P.08.000.043026,CABO DE COBRE FLEXÍVEL 750V PVC ANTICHAMA #4MM² - NÃO HALOGENADO,P.08.000.043026,"Cabo de cobre flexível de 4 mm², isolamento 750V - isolação PVC 70°C",SP Obras,INSUMO,100,EXACT_CODE
27.5.8.1,P.08.000.043026,CABO DE COBRE FLEXÍVEL 750V PVC ANTICHAMA #4MM² - NÃO HALOGENADO,P.08.000.043026,CABO DE COBRE FLEXÍVEL 75V PVC ANTICHAMA #4MM² - NÃO HALOGENADO,SP OBRAS,COMP_ANALITICA,100,EXACT_CODE
27.5.8.1,P.08.000.043027,CABO DE COBRE FLEXÍVEL 750V PVC ANTICHAMA #6MM² - NÃO HALOGENADO,P.08.000.043027,"Cabo de cobre flexível de 6 mm², isolamento 750V - isolação PVC 70°C",SP Obras,INSUMO,100,EXACT_CODE
27.5.8.1,P.08.000.043027,CABO DE COBRE FLEXÍVEL 750V PVC ANTICHAMA #6MM² - NÃO HALOGENADO,P.08.000.043027,CABO DE COBRE FLEXÍVEL 75V PVC ANTICHAMA #6MM² - NÃO HALOGENADO,SP OBRAS,COMP_ANALITICA,100,EXACT_CODE
27.5.8.1,P.08.000.050126,CABO DE COBRE FLEXÍVEL 750V PVC ANTICHAMA #10MM² - NÃO HALOGENADO,P.08.000.050126,"Cabo de cobre flexível de 10 mm², isolamento 750V - isolação PVC 70°C",SP Obras,INSUMO,100,EXACT_CODE
27.5.8.1,P.08.000.050126,CABO DE COBRE FLEXÍVEL 750V PVC ANTICHAMA #10MM² - NÃO HALOGENADO,P.08.000.050126,CABO DE COBRE FLEXÍVEL 75V PVC ANTICHAMA #1MM² - NÃO HALOGENADO,SP OBRAS,COMP_ANALITICA,100,EXACT_CODE
27.5.8.1,MAT021150,CABO DE COBRE FLEXÍVEL 750V PVC ANTICHAMA #16MM² - NÃO HALOGENADO,MAT021150,CABO DE COBRE FLEXÍVEL 750V PVC ANTICHAMA #16MM² - NÃO HALOGENADO,SCO,INSUMO,100,EXACT_CODE
27.5.9.2,ST 59.40.0800 (/),CABO ÓTICO SM 12F AR CONFORME MEMORIAL DESCRITIVO,ST 59.40.0800 (/),CABO ÓTICO SM 12F AR CONFORME MEMORIAL DESCRITIVO,SCO,INSUMO,100,EXACT_CODE
27.5.9.3,05.01.07.100.24,SERVIÇO DE FUSÃO DE FIBRA ÓPTICA (CONTABILIZADO PELO NUMERO DE VIAS INCLUI PIGTAILS LC),05.01.07.100.24,SERVIÇO DE FUSÃO DE FIBRA ÓPTICA (CONTABILIZADO PELO NUMERO DE VIAS INCLUI PIGTAILS LC),CPTM,INSUMO,100,EXACT_CODE
27.5.9.4,ED-48368,SERVIÇO DE CERTIFICAÇÃO DE FIBRA ÓTICA POR VIA,ED-48368,SERVIÇO DE CERTIFICAÇÃO DE CABO DE REDE CAT6,SETOP,INSUMO,100,EXACT_CODE
27.5.9.5,ED-48368,SERVIÇO DE CERTIFICAÇÃO DE CABO DE REDE CAT6,ED-48368,SERVIÇO DE CERTIFICAÇÃO DE CABO DE REDE CAT6,SETOP,INSUMO,100,EXACT_CODE
27.6.1.2,IT 25.14.0065 (/),"ELETRODUTO DE FERRO GALVANIZADO Ø50MM (2"") - INCLUINDO ACESSÓRIOS E FIXAÇÕES",IT 25.14.0065 (/),"ELETRODUTO DE FERRO GALVANIZADO Ø50MM (2"") - INCLUINDO ACESSÓRIOS E FIXAÇÕES",SCO,INSUMO,100,EXACT_CODE
27.6.1.3,02.03.05.500.34,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 25 MM (1""), PARA CONEXÃO ENTRE CAIXAS EXTERNAS E POSTES - FORNECIMENTO E INSTALAÇÃO",02.03.05.500.34,"ELETRODUTO FLEXÍVEL CORRUGADO REFORÇADO, PVC, DN 25 MM (1""), PARA CONEXÃO ENTRE CAIXAS EXTERNAS E POSTES - FORNECIMENTO E INSTALAÇÃO",CPTM,INSUMO,100,EXACT_CODE
27.6.1.4,C3504,CAIXA SUBTERRÂNEA EM ALVENARIA COM TAMPA SIMPLES E FUNDO DRENANTE 30CM X 30CM,C3504,CAIXA SUBTERRÂNEA EM ALVENARIA COM TAMPA SIMPLES E FUNDO DRENANTE 30CM X 30CM,SEINFRA,INSUMO,100,EXACT_CODE
27.6.1.5,C0591,CAIXA SUBTERRÂNEA EM ALVENARIA COM TAMPA DUPLA E FUNDO DRENANTE 60X60X60 CM,C0591,CAIXA SUBTERRÂNEA EM ALVENARIA COM TAMPA DUPLA E FUNDO DRENANTE 60X60X60 CM,SEINFRA,INSUMO,100,EXACT_CODE
27.6.2.1,S02975,RELÉ SENSOR FOTOCÉLULA,S02975,RELÉ SENSOR FOTOCÉLULA,ORSE,INSUMO,100,EXACT_CODE
27.6.3.1,41.11.721,LUMINÁRIA LED IP66 DO TIPO SOBREPOR PARA INSTALAÇÃO EM TOPO DE POSTE 50W 127V 4000K,41.11.721,LUMINÁRIA LED IP66 DO TIPO SOBREPOR PARA INSTALAÇÃO EM TOPO DE POSTE 50W 127V 4000K,SP OBRAS,INSUMO,100,EXACT_CODE
27.6.3.2,41.11.703,LUMINÁRIA LED IP66 DO TIPO SOBREPOR PARA INSTALAÇÃO EM TOPO DE POSTE 100W 127V 4000K,41.11.703,LUMINÁRIA LED IP66 DO TIPO SOBREPOR PARA INSTALAÇÃO EM TOPO DE POSTE 100W 127V 4000K,SP OBRAS,INSUMO,100,EXACT_CODE
27.6.4.1,41.10.500,POSTE TELECONICO RETO 4M GALVANIZADO A FOGO NBR 6323,41.10.500,POSTE TELECONICO RETO 4M GALVANIZADO A FOGO NBR 6323,SP OBRAS,INSUMO,100,EXACT_CODE
