idx,source,code,desc,unit,qty,manual_price,type,status,final_price,method
28.1.50,SINAPI,103253,SISTEMA SPLIT INVERTER CICLO SÓ FRIO COM EVAPORADORA DO TIPO CASSETE 4 VIAS - CAPACIDADE: 24.000 BTU/h,UN,3.0,5386.82,ITEM,OK,5476.8811603936,CALCULATED
28.2,,,EQUIPAMENTOS DE VENTILAÇÃO ,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
28.2.1,COT,MERCADO 039,"GABINETE DE VENTILAÇÃO PARA AR EXTERNO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO, PROVIDO DE FILTRO TIPO GAVETA COM PORTA MANTA G4+M5. VAZÃO: 3836m³/h",UN,1.0,5595.2,ITEM,NO_COMP,5595.2,PO_MANUAL
28.2.2,COT,MERCADO 040,"GABINETE DE VENTILAÇÃO PARA AR EXTERNO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO, PROVIDO DE FILTRO TIPO GAVETA COM PORTA MANTA G4+M5. VAZÃO: 4813m³/h",UN,6.0,8280.48,ITEM,NO_COMP,8280.48,PO_MANUAL
28.2.3,COT,MERCADO 041,"GABINETE DE VENTILAÇÃO PARA AR EXTERNO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO, PROVIDO DE FILTRO TIPO GAVETA COM PORTA MANTA G4+M5. VAZÃO: 6466m³/h",UN,1.0,7124.0,ITEM,NO_COMP,7124.0,PO_MANUAL
28.2.4,COT,MERCADO 042,"GABINETE DE VENTILAÇÃO PARA AR EXTERNO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO, PROVIDO DE FILTRO TIPO GAVETA COM PORTA MANTA G4+M5. VAZÃO: 6900m³/h",UN,1.0,9557.6,ITEM,NO_COMP,9557.6,PO_MANUAL
28.2.5,COT,MERCADO 043,"GABINETE DE VENTILAÇÃO PARA AR EXTERNO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO, PROVIDO DE FILTRO TIPO GAVETA COM PORTA MANTA G4+M5. VAZÃO: 9369m³/h",UN,1.0,9831.421600000001,ITEM,NO_COMP,9831.421600000001,PO_MANUAL
28.2.6,COT,MERCADO 044,"GABINETE DE VENTILAÇÃO PARA AR EXTERNO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO, PROVIDO DE FILTRO TIPO GAVETA COM PORTA MANTA G4+M5. VAZÃO: 10921m³/h",UN,1.0,14166.204000000002,ITEM,NO_COMP,14166.204000000002,PO_MANUAL
28.2.7,COT,MERCADO 045,"GABINETE DE VENTILAÇÃO PARA AR EXTERNO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO, PROVIDO DE FILTRO TIPO GAVETA COM PORTA MANTA G4+M5. VAZÃO: 10052m³/h",UN,1.0,11229.92,ITEM,NO_COMP,11229.92,PO_MANUAL
28.2.8,COT,MERCADO 046,"GABINETE DE VENTILAÇÃO PARA AR EXTERNO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO, PROVIDO DE FILTRO TIPO GAVETA COM PORTA MANTA G4+M5. VAZÃO: 10766m³/h",UN,1.0,14031.004,ITEM,NO_COMP,14031.004,PO_MANUAL
28.2.9,COT,MERCADO 047,"GABINETE DE VENTILAÇÃO PARA AR EXTERNO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO, PROVIDO DE FILTRO TIPO GAVETA COM PORTA MANTA G4+M5. VAZÃO: 11755m³/h",UN,1.0,14700.5144,ITEM,NO_COMP,14700.5144,PO_MANUAL
28.2.10,COT,MERCADO 048,"GABINETE DE VENTILAÇÃO PARA AR EXTERNO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO, PROVIDO DE FILTRO TIPO GAVETA COM PORTA MANTA G4+M5. VAZÃO: 12968m³/h",UN,1.0,23025.6,ITEM,NO_COMP,23025.6,PO_MANUAL
28.2.11,COT,MERCADO 049,"GABINETE DE VENTILAÇÃO PARA AR DE COMPENSAÇÃO COIFAS COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO, PROVIDO DE FILTRO TIPO GAVETA COM PORTA MANTA G4+M5. VAZÃO: 12600m³/h",UN,1.0,14801.6388,ITEM,NO_COMP,14801.6388,PO_MANUAL
28.2.12,COT,MERCADO 046,"GABINETE DE VENTILAÇÃO PARA AR DE COMPENSAÇÃO COIFAS COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO, PROVIDO DE FILTRO TIPO GAVETA COM PORTA MANTA G4+M5. VAZÃO: 11600m³/h",UN,1.0,14031.004,ITEM,NO_COMP,14031.004,PO_MANUAL
28.2.13,COT,MERCADO 050,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 1015m³/h",UN,1.0,4499.7264,ITEM,NO_COMP,4499.7264,PO_MANUAL
28.2.14,COT,MERCADO 051,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 1030m³/h",UN,1.0,4624.6304,ITEM,NO_COMP,4624.6304,PO_MANUAL
28.2.15,COT,MERCADO 052,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""LIMIT LOAD"", DUPLA ASPIRAÇÃO. VAZÃO: 1330m³/h PROVIDO DE FILTRAGEM ABSOLUTA ISO 35H",UN,6.0,9699.4248,ITEM,NO_COMP,9699.4248,PO_MANUAL
28.2.16,COT,MERCADO 054,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 1600m³/h",UN,1.0,4303.0364,ITEM,NO_COMP,4303.0364,PO_MANUAL
28.2.17,COT,MERCADO 055,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 1650m³/h",UN,1.0,5036.4236,ITEM,NO_COMP,5036.4236,PO_MANUAL
28.2.18,COT,MERCADO 056,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 1940m³/h",UN,1.0,5226.4836000000005,ITEM,NO_COMP,5226.4836000000005,PO_MANUAL
28.2.19,COT,MERCADO 057,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 2400m³/h",UN,1.0,5716.438,ITEM,NO_COMP,5716.438,PO_MANUAL
28.2.20,COT,MERCADO 059,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 2490m³/h",UN,1.0,5716.438,ITEM,NO_COMP,5716.438,PO_MANUAL
28.2.21,COT,MERCADO 060,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 3120m³/h",UN,1.0,6410.060799999999,ITEM,NO_COMP,6410.060799999999,PO_MANUAL
28.2.22,COT,MERCADO 061,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 3180m³/h",UN,1.0,6649.942000000001,ITEM,NO_COMP,6649.942000000001,PO_MANUAL
28.2.23,COT,MERCADO 063,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 4360m³/h",UN,1.0,6668.0,ITEM,NO_COMP,6668.0,PO_MANUAL
28.2.24,COT,MERCADO 064,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""LIMIT LOAD"", DUPLA ASPIRAÇÃO. VAZÃO: 5320m³/h PROVIDO DE FILTRAGEM ABSOLUTA ISO 35H",UN,1.0,8356.181600000002,ITEM,NO_COMP,8356.181600000002,PO_MANUAL
28.2.25,COT,MERCADO 065,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 7285m³/h",UN,1.0,9080.954133333333,ITEM,NO_COMP,9080.954133333333,PO_MANUAL
28.2.26,COT,MERCADO 045,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 10764m³/h",UN,1.0,11229.92,ITEM,NO_COMP,11229.92,PO_MANUAL
28.2.27,COT,MERCADO 066,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO DE COIFAS COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 16500m³/h",UN,1.0,21868.7144,ITEM,NO_COMP,21868.7144,PO_MANUAL
28.2.28,COT,MERCADO 069,"GABINETE DE VENTILAÇÃO PARA EXAUSTÃO DE COIFAS COM VENTILADOR CENTRIFUGO TIPO ""SIROCCO"", DUPLA ASPIRAÇÃO. VAZÃO: 13800m³/h",UN,1.0,12126.4,ITEM,NO_COMP,12126.4,PO_MANUAL
28.2.29,COT,MERCADO 067,"FORNECIMENTO DE EXAUSTOR HELICOCENTRÍFUGO EM LINHA, ADAPTÁVEL A TUBOS DE Ø=100 MM. VAZÃO: 130m³/h. ",UN,72.0,418.08,ITEM,NO_COMP,418.08,PO_MANUAL
28.2.30,COT,MERCADO 068,"FORNECIMENTO DE EXAUSTOR HELICOCENTRÍFUGO EM LINHA, ADAPTÁVEL A TUBOS DE Ø=150 MM. VAZÃO: 360m³/h. ",UN,1.0,746.9384,ITEM,NO_COMP,746.9384,PO_MANUAL
28.3,,,ACESSÓRIOS DE INSTALAÇÕES,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
28.3.1,COMPOSICAO_PROPRIA,TJRS.CLI-140,SUPORTE PARA FIXAÇÃO DAS LINHAS ÁGUA GELADA,UN,3608.5,51.25,ITEM,NO_COMP,51.25,PO_MANUAL
28.3.2,COMPOSICAO_PROPRIA,TJRS.CLI-452,SUPORTE PARA FIXAÇÃO DOS DUTOS,UN,7448.0,54.16,ITEM,NO_COMP,54.16,PO_MANUAL
28.3.3,COMPOSICAO_PROPRIA,TJRS.CLI-232,"KIT SUPORTAÇÃO PARA FANCOLETE TIPO CASSETE 4 VIAS, COM ACESSORIOS",UN,198.0,260.06,ITEM,NO_COMP,260.06,PO_MANUAL
28.3.4,COMPOSICAO_PROPRIA,TJRS.CLI-231,"KIT SUPORTAÇÃO PARA FANCOLETE TIPO HIWALL, COM ACESSORIOS",UN,38.0,192.74,ITEM,NO_COMP,192.74,PO_MANUAL
28.3.5,COMPOSICAO_PROPRIA,TJRS.ELE-234,"KIT SUPORTE PARA GABINETES DE VENTILAÇÃO E EXAUSTÃO, COM ACESSORIOS",UN,38.0,512.65,ITEM,NO_COMP,512.65,PO_MANUAL
28.3.6,COMPOSICAO_PROPRIA,TJRS.ELE-235,"KIT SUPORTE PARA UNIDADES EXAUSTORAS AXIAL IN LINE, COM ACESSORIOS",UN,72.0,246.72000000000003,ITEM,NO_COMP,246.72000000000003,PO_MANUAL
28.4,,,REDE DE ÁGUA GELADA E ACESSÓRIOS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
28.4.1,IOPES,141211,"TUBO DE AÇO CARBONO PRETO SEM COSTURA SCHEDULE 40, DN= 3/4´ - INCLUSIVE CONEXÕES",M,1953.0,77.24000000000001,ITEM,NO_COMP,77.24000000000001,PO_MANUAL
28.4.2,CPOS/CDHU,46.21.012,"TUBO DE AÇO CARBONO PRETO SEM COSTURA SCHEDULE 40, DN= 1´ - INCLUSIVE CONEXÕES",M,840.0,141.60999999999999,ITEM,NO_COMP,141.60999999999999,PO_MANUAL
28.4.3,CPOS/CDHU,46.21.036,"TUBO DE AÇO CARBONO PRETO SEM COSTURA SCHEDULE 40, DN= 1 1/4´ - INCLUSIVE CONEXÕES",M,540.0,174.2,ITEM,NO_COMP,174.2,PO_MANUAL
28.4.4,CPOS/CDHU,46.21.040,"TUBO DE AÇO CARBONO PRETO SEM COSTURA SCHEDULE 40, DN= 1 1/2´ - INCLUSIVE CONEXÕES",M,572.0,175.61,ITEM,NO_COMP,175.61,PO_MANUAL
28.4.5,CPOS/CDHU,46.21.046,"TUBO DE AÇO CARBONO PRETO SEM COSTURA SCHEDULE 40, DN= 2´ - INCLUSIVE CONEXÕES",M,798.0,225.81,ITEM,NO_COMP,225.81,PO_MANUAL
28.4.6,CPOS/CDHU,46.21.056,"TUBO DE AÇO CARBONO PRETO SEM COSTURA SCHEDULE 40, DN= 2 1/2´ - INCLUSIVE CONEXÕES",M,808.0,319.65,ITEM,NO_COMP,319.65,PO_MANUAL
28.4.7,CPOS/CDHU,46.21.060,"TUBO DE AÇO CARBONO PRETO SEM COSTURA SCHEDULE 40, DN= 3´ - INCLUSIVE CONEXÕES",M,367.0,354.65,ITEM,NO_COMP,354.65,PO_MANUAL
28.4.8,CPOS/CDHU,46.21.080,"TUBO DE AÇO CARBONO PRETO SEM COSTURA SCHEDULE 40, DN= 4´ - INCLUSIVE CONEXÕES",M,406.0,457.69,ITEM,NO_COMP,457.69,PO_MANUAL
28.4.9,CPOS/CDHU,46.21.090,"TUBO DE AÇO CARBONO PRETO SEM COSTURA SCHEDULE 40, DN= 5´ - INCLUSIVE CONEXÕES",M,48.0,586.71,ITEM,NO_COMP,586.71,PO_MANUAL
28.4.10,CPOS/CDHU,46.21.100,"TUBO DE AÇO CARBONO PRETO SEM COSTURA SCHEDULE 40, DN= 6´ - INCLUSIVE CONEXÕES",M,776.0,731.1,ITEM,NO_COMP,731.1,PO_MANUAL
28.4.11,CPOS/CDHU,46.21.110,"TUBO DE AÇO CARBONO PRETO SEM COSTURA SCHEDULE 40, DN= 8´ - INCLUSIVE CONEXÕES",M,85.0,999.66,ITEM,NO_COMP,999.66,PO_MANUAL
28.4.12,CPOS/CDHU,46.21.150,"TUBO DE AÇO CARBONO PRETO COM COSTURA SCHEDULE 40, DN= 12´ - INCLUSIVE CONEXÕES",M,6.0,1133.8700000000001,ITEM,NO_COMP,1133.8700000000001,PO_MANUAL
28.4.13,COMPOSICAO_PROPRIA,TJRS.CLI-469,"TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø16''",M,18.0,2693.36,ITEM,NO_COMP,2693.36,PO_MANUAL
28.4.14,SINAPI,39740,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø3/4''",M,1439.0,57.39,ITEM,NO_COMP,52.56,SINAPI_DIRECT
28.4.15,SINAPI,39739,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø1''",M,644.0,51.9,ITEM,NO_COMP,54.73,SINAPI_DIRECT
28.4.16,SINAPI,39739,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø1 1/4''",M,536.0,65.76,ITEM,NO_COMP,54.73,SINAPI_DIRECT
28.4.17,SINAPI,39734,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø1 1/2''",M,487.0,75.05,ITEM,NO_COMP,69.35,SINAPI_DIRECT
28.4.18,SINAPI,39733,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø2''",M,921.0,89.82,ITEM,NO_COMP,94.72,SINAPI_DIRECT
28.4.19,SINAPI,39854,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø2 1/2''",M,808.0,91.09,ITEM,NO_COMP,96.06,SINAPI_DIRECT
28.4.20,COT,MERCADO 01003,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø3''",M,344.0,94.6816,ITEM,NO_COMP,270.49359999999996,PO_MANUAL
28.4.21,COT,MERCADO 01003,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø4''",M²,398.0,270.49359999999996,ITEM,NO_COMP,270.49359999999996,PO_MANUAL
28.4.22,COT,MERCADO 01003,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø5''",M²,37.0,270.49359999999996,ITEM,NO_COMP,270.49359999999996,PO_MANUAL
28.4.23,COT,MERCADO 01003,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø6''",M²,768.0,270.49359999999996,ITEM,NO_COMP,270.49359999999996,PO_MANUAL
28.4.24,COT,MERCADO 01003,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø8''",M²,85.0,270.49359999999996,ITEM,NO_COMP,270.49359999999996,PO_MANUAL
28.4.25,COT,MERCADO 01003,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø12''",M²,4.0,270.49359999999996,ITEM,NO_COMP,270.49359999999996,PO_MANUAL
28.4.26,COT,MERCADO 01003,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø14''",M²,3.0,270.49359999999996,ITEM,NO_COMP,270.49359999999996,PO_MANUAL
28.4.27,COT,MERCADO 01003,"ISOLAMENTO ELASTOMÉRICO PARA TUBO DE AÇO CARBONO PRETO SEM COSTURA, ASTM-A106, GRAU B, SCHEDULE 40, Ø16''",M²,18.0,270.49359999999996,ITEM,NO_COMP,270.49359999999996,PO_MANUAL
28.4.28,COT,MERCADO 01004,VÁLVULA DE BALANCEAMENTO PARA RAMAIS Ø2'',UN,13.0,1144.7904,ITEM,NO_COMP,1144.7904,PO_MANUAL
28.4.29,COT,MERCADO 01005,VÁLVULA DE BALANCEAMENTO PARA RAMAIS Ø2 1/2'',UN,7.0,2846.4384000000005,ITEM,NO_COMP,2846.4384000000005,PO_MANUAL
28.4.30,COT,MERCADO 01006,VÁLVULA DE BALANCEAMENTO PARA RAMAIS Ø3'',UN,11.0,3548.8335999999995,ITEM,NO_COMP,3548.8335999999995,PO_MANUAL
28.4.31,COT,MERCADO 01007,VÁLVULA DE BALANCEAMENTO PARA RAMAIS Ø4'',UN,6.0,8209.7132,ITEM,NO_COMP,8209.7132,PO_MANUAL
28.4.32,COT,MERCADO 01008,VÁLVULA DE BALANCEAMENTO PARA RAMAIS Ø6'',UN,4.0,10062.743600000002,ITEM,NO_COMP,10062.743600000002,PO_MANUAL
28.4.33,COT,MERCADO 01009,VÁLVULA DE BALANCEAMENTO PARA RAMAIS Ø8'',UN,2.0,21111.59128,ITEM,NO_COMP,21111.59128,PO_MANUAL
28.4.34,COT,MERCADO 01010,VÁLVULA BORBOLETA TIPO WAFFER Ø2 1/2'',UN,13.0,1194.3368,ITEM,NO_COMP,1194.3368,PO_MANUAL
28.4.35,COT,MERCADO 01011,VÁLVULA BORBOLETA TIPO WAFFER Ø2'',UN,7.0,1475.4895999999999,ITEM,NO_COMP,1475.4895999999999,PO_MANUAL
28.4.36,COT,MERCADO 01012,VÁLVULA BORBOLETA TIPO WAFFER Ø3'',UN,11.0,2160.7144,ITEM,NO_COMP,2160.7144,PO_MANUAL
28.4.37,COT,MERCADO 01013,VÁLVULA BORBOLETA TIPO WAFFER Ø4'',UN,6.0,2543.3616,ITEM,NO_COMP,2543.3616,PO_MANUAL
28.4.38,COT,MERCADO 01014,VÁLVULA BORBOLETA TIPO WAFFER Ø6'',UN,4.0,3008.0544,ITEM,NO_COMP,3008.0544,PO_MANUAL
28.4.39,COT,MERCADO 01015,VÁLVULA BORBOLETA TIPO WAFFER Ø8'',UN,2.0,4992.7904,ITEM,NO_COMP,4992.7904,PO_MANUAL
28.4.40,COMPOSICAO_PROPRIA,TJRS.CLI-460,PURGA DE AR PARA TUBULAÇÕES,UN,70.0,122.19,ITEM,NO_COMP,122.19,PO_MANUAL
28.4.41,ORSE,3069,"RECAPEAMENTO DE TUBULAÇÃO EXTERNA AO TEMPO - CHAPA DE ALUMÍNIO LISA 26"", DIMENSÕES 2,0X1,0M, E= 0,5MM",M²,600.0,57.92,ITEM,NO_COMP,57.92,PO_MANUAL
28.4.42,COMPOSICAO_PROPRIA,TJRS.CLI-500,"LIGAÇÕES IMEDIATAS 6""- BOMBA CENTRÍFUGA, CONFORME COMPOSIÇÃO",UN,8.0,37501.8932,ITEM,NO_COMP,37501.8932,PO_MANUAL
28.4.43,COMPOSICAO_PROPRIA,TJRS.CLI-501,"LIGAÇÕES IMEDIATAS 8""- BOMBA CENTRÍFUGA , CONFORME COMPOSIÇÃO",UN,2.0,49089.7896,ITEM,NO_COMP,49089.7896,PO_MANUAL
28.4.44,COMPOSICAO_PROPRIA,TJRS.CLI-502,"LIGAÇÕES IMEDIATAS 6""- CHILLER, CONFORME COMPOSIÇÃO",UN,4.0,38918.906800000004,ITEM,NO_COMP,38918.906800000004,PO_MANUAL
28.4.45,COMPOSICAO_PROPRIA,TJRS.CLI-503,"LIGAÇÕES IMEDIATAS HIDRÔNICOS(CASSETE, HI WALL, BUILT IN), CONFORME COMPOSIÇÃO",UN,324.0,1879.1935999999998,ITEM,NO_COMP,1879.1935999999998,PO_MANUAL
28.4.46,COMPOSICAO_PROPRIA,TJRS.CLI-504,"LIGAÇÕES IMEDIATAS FAN COILS, AHUS E DOAS, CONFORME COMPOSIÇÃO 1""",UN,30.0,7145.2724,ITEM,NO_COMP,7145.2724,PO_MANUAL
28.4.47,COMPOSICAO_PROPRIA,TJRS.CLI-505,"LIGAÇÕES IMEDIATAS FAN COILS, AHUS E DOAS, CONFORME COMPOSIÇÃO 1 1/2""",UN,16.0,13636.351199999997,ITEM,NO_COMP,13636.351199999997,PO_MANUAL
28.4.48,COMPOSICAO_PROPRIA,TJRS.CLI-506,"LIGAÇÕES IMEDIATAS FAN COILS, AHUS E DOAS, CONFORME COMPOSIÇÃO 2""",UN,12.0,15194.4656,ITEM,NO_COMP,15194.4656,PO_MANUAL
28.4.49,COMPOSICAO_PROPRIA,TJRS.CLI-507,"LIGAÇÕES IMEDIATAS FAN COILS, AHUS E DOAS, CONFORME COMPOSIÇÃO 2 1/2""",UN,9.0,34553.7128,ITEM,NO_COMP,34553.7128,PO_MANUAL
28.4.50,COMPOSICAO_PROPRIA,TJRS.CLI-640,INSTALAÇÃO REDE DE ÁGUA GELADA E ACESSÓRIOS,UN,1.0,767340.0,ITEM,NO_COMP,767340.0,PO_MANUAL
28.5,,,INTERLIGAÇÕES ELÉTRICAS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
28.5.1,COMPOSICAO_PROPRIA,TJRS.ELE-01,"ELETRODUTO EM AÇO GALVANIZADO Ø20MM (3/4”), COM ACESSÓRIOS",M,830.0,90.1,ITEM,NO_COMP,90.1,PO_MANUAL
28.5.2,SINAPI,91838,ELETRODUTO GALVANIZADO Ø1'' COM ACESSÓRIOS,M,12.0,16.28,ITEM,PARTIAL,20.4287894066,CALCULATED
28.5.3,SINAPI,91831,"ELETRODUTO FLEXÍVEL CORRUGADO, PVC, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,370.0,29.130000000000003,ITEM,OK,20.8601841716,CALCULATED
28.5.4,COMPOSICAO_PROPRIA,TJRS.ELE-03,"ELETRODUTO EM AÇO GALVANIZADO Ø35MM (1 1/4”), COM ACESSÓRIOS",M,1801.0,143.97,ITEM,NO_COMP,143.97,PO_MANUAL
28.5.5,SINAPI,91840,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADO EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",M,131.0,23.630000000000003,ITEM,OK,26.8475451758,CALCULATED
28.5.6,COMPOSICAO_PROPRIA,TJRS.ELE-05,CABO SHIELDADO 2X1.5mm 300V PT,M,3100.0,13.43,ITEM,NO_COMP,13.43,PO_MANUAL
28.5.7,SINAPI,97667,"ELETRODUTO FLEXÍVEL CORRUGADO, PEAD, DN 50 (1 1/2""), PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021",M,3.0,10.780000000000001,ITEM,OK,10.82055487168,CALCULATED
28.5.8,COMPOSICAO_PROPRIA,TJRS.ELE-06,QUADRO ELÉTRICO PARA GABINETES DE EXAUSTÃO OU AR EXTERNO COM ACIONAMENTO POR TIMMER E BOTOEIRA NO PRÓPRIO QUADRO.,UN,38.0,2969.99,ITEM,NO_COMP,2969.99,PO_MANUAL
28.5.9,SBC,23318,"QGAT - QUADRO DE AUTOMAÇÃO 800X600X300MM (AXLXP), ESSPESSURA DE CHAPA 1,95MM, COM PLACA DE MONTAGEM, PORTA EXTERNA COM FECHOS RÁPIDOS COM TRAVA PARA CADEADOS E PORTA INTERNA PIVOTANTE, PINTURA ELETROSTÁTICA EPOXI PÓ COR BEGE RAL 7032 - INCLUSO NO BREAK PARA PAINEL ELÉTRICO  - CHAVE SELETORA MANOPLA - REPETIDOR ISOLADOR - ROTEADOR  - FONTE CHAVEADA - CONTROLADOR LÓGICO PROGRAMÁVEL",UN,1.0,3885.54,ITEM,NO_COMP,3885.54,PO_MANUAL
28.5.10,COT,MERCADO 01051,"(AHU-TIPO 1) - QUADRO DE COMANDO E CONTROLE VAC VENTILADOR EC (ACIONAMENTO,CONTROLADOR MCP18-ETH, SENSOR DE PRESSÃO, PRESSOSTATO PARA STATUS DE FILTRO E VENTILADOR,MISCELÂNEAS), LED DE SINALIZAÇÃO E CHAVE AUT/MANUAL. INCLUSO DISPLAY MDR-PRO COM SENSOR DE TEMPERATURA, MONTADO E TESTADO EM FABRICA.",UN,6.0,13681.2,ITEM,NO_COMP,13681.2,PO_MANUAL
